"LOCATION","Country","INDICATOR","Indicator","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2013","2013","IDX","Index","0","Units",,,102.82,,
"DNK","Denmark","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2014","2014","IDX","Index","0","Units",,,102.99,,
"DNK","Denmark","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2015","2015","IDX","Index","0","Units",,,106.24,,
"DNK","Denmark","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2016","2016","IDX","Index","0","Units",,,109.98,,
"DNK","Denmark","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2017","2017","IDX","Index","0","Units",,,111.67,,
"DNK","Denmark","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2018","2018","IDX","Index","0","Units",,,113.74,,
"DNK","Denmark","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2019","2019","IDX","Index","0","Units",,,116.13,,
"DNK","Denmark","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2020","2020","IDX","Index","0","Units",,,115.87,,
"DNK","Denmark","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2021","2021","IDX","Index","0","Units",,,115.64,,
"DNK","Denmark","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2022","2022","IDX","Index","0","Units",,,117.51,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2007","2007","IDX","Index","0","Units",,,100,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2008","2008","IDX","Index","0","Units",,,93.48,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2009","2009","IDX","Index","0","Units",,,87.87,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2010","2010","IDX","Index","0","Units",,,88.95,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2011","2011","IDX","Index","0","Units",,,89.72,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2012","2012","IDX","Index","0","Units",,,89.23,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2013","2013","IDX","Index","0","Units",,,89.84,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2014","2014","IDX","Index","0","Units",,,97.09,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2015","2015","IDX","Index","0","Units",,,119.74,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2016","2016","IDX","Index","0","Units",,,120.49,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2017","2017","IDX","Index","0","Units",,,130.25,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2018","2018","IDX","Index","0","Units",,,139.58,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2019","2019","IDX","Index","0","Units",,,144.99,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2020","2020","IDX","Index","0","Units",,,152.94,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2021","2021","IDX","Index","0","Units",,,174.72,,
"IRL","Ireland","RGDP_INDEX","GDP per capita index","A","Annual","2022","2022","IDX","Index","0","Units",,,187.61,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,12.34,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,11.68,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,13.41,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,12.73,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,11.57,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,11.84,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,11.4,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,12.4,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,12.07,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,11.33,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2017","2017","PC","Percentage","0","Units",,,11.8,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2018","2018","PC","Percentage","0","Units",,,12.21,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2019","2019","PC","Percentage","0","Units",,,13.12,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2020","2020","PC","Percentage","0","Units",,,19.15,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2021","2021","PC","Percentage","0","Units",,,19.21,,
"CZE","Czechia","HHSAV","Household gross savings rate","A","Annual","2022","2022","PC","Percentage","0","Units",,,16.38,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2007","2007","IDX","Index","0","Units",,,100,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2008","2008","IDX","Index","0","Units",,,98.71,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2009","2009","IDX","Index","0","Units",,,99.53,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2010","2010","IDX","Index","0","Units",,,99.68,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2011","2011","IDX","Index","0","Units",,,96.62,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2012","2012","IDX","Index","0","Units",,,98.33,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2013","2013","IDX","Index","0","Units",,,99.53,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2014","2014","IDX","Index","0","Units",,,101.01,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2015","2015","IDX","Index","0","Units",,,106.28,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2016","2016","IDX","Index","0","Units",,,106.19,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2017","2017","IDX","Index","0","Units",,,106.48,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2018","2018","IDX","Index","0","Units",,,107.95,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2019","2019","IDX","Index","0","Units",,,109.61,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2020","2020","IDX","Index","0","Units",,,108.58,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2021","2021","IDX","Index","0","Units",,,109.69,,
"GBR","United Kingdom","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2022","2022","IDX","Index","0","Units",,,107.49,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.31,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.76,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.43,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,6.07,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,6.05,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,6.82,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,8.19,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,8.35,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,7.89,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,7,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.88,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.87,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2019","2019","PC","Percentage","0","Units",,,4.43,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.85,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.22,,
"NLD","Netherlands","UNEMPRATE","Unemployment rate","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.54,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.22,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.44,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.67,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.19,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.9,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.19,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.72,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,6.03,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,6.15,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,6.45,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.93,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2018","2018","PC","Percentage","0","Units",,,5.21,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2019","2019","PC","Percentage","0","Units",,,4.84,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2020","2020","PC","Percentage","0","Units",,,6.03,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2021","2021","PC","Percentage","0","Units",,,6.2,,
"AUT","Austria","UNEMPRATE","Unemployment rate","A","Annual","2022","2022","PC","Percentage","0","Units",,,4.76,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2008","2008","GRWH","Growth rate","0","Units",,,1.25,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2009","2009","GRWH","Growth rate","0","Units",,,-5.37,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2010","2010","GRWH","Growth rate","0","Units",,,4.44,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2011","2011","GRWH","Growth rate","0","Units",,,3.93,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2012","2012","GRWH","Growth rate","0","Units",,,0.24,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2013","2013","GRWH","Growth rate","0","Units",,,0.16,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2014","2014","GRWH","Growth rate","0","Units",,,1.79,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2015","2015","GRWH","Growth rate","0","Units",,,0.61,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2016","2016","GRWH","Growth rate","0","Units",,,1.41,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2017","2017","GRWH","Growth rate","0","Units",,,2.3,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2018","2018","GRWH","Growth rate","0","Units",,,0.68,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2019","2019","GRWH","Growth rate","0","Units",,,0.84,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2020","2020","GRWH","Growth rate","0","Units",,,-3.91,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2021","2021","GRWH","Growth rate","0","Units",,,3.13,,
"DEU","Germany","RGDP","GDP per capita, growth rate compared to previous quarter","A","Annual","2022","2022","GRWH","Growth rate","0","Units",,,1.07,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2007","2007","IDX","Index","0","Units",,,100,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2008","2008","IDX","Index","0","Units",,,100.56,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2009","2009","IDX","Index","0","Units",,,100.17,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2010","2010","IDX","Index","0","Units",,,100.86,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2011","2011","IDX","Index","0","Units",,,101.56,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2012","2012","IDX","Index","0","Units",,,102.47,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2013","2013","IDX","Index","0","Units",,,101.64,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2014","2014","IDX","Index","0","Units",,,103.2,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2015","2015","IDX","Index","0","Units",,,105.62,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2016","2016","IDX","Index","0","Units",,,106.93,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2017","2017","IDX","Index","0","Units",,,108.77,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2018","2018","IDX","Index","0","Units",,,110.98,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2019","2019","IDX","Index","0","Units",,,113.12,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2020","2020","IDX","Index","0","Units",,,116.82,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2021","2021","IDX","Index","0","Units",,,119.14,,
"OECD","OECD - Total","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2022","2022","IDX","Index","0","Units",,,114.82,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2007","2007","IDX","Index","0","Units",,,101.5,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2008","2008","IDX","Index","0","Units",,,99.73,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2009","2009","IDX","Index","0","Units",,,100.82,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2010","2010","IDX","Index","0","Units",,,101.2,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2011","2011","IDX","Index","0","Units",,,100.28,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2012","2012","IDX","Index","0","Units",,,100.11,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2013","2013","IDX","Index","0","Units",,,100.69,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2014","2014","IDX","Index","0","Units",,,101.4,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2015","2015","IDX","Index","0","Units",,,101.51,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2016","2016","IDX","Index","0","Units",,,100.61,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2017","2017","IDX","Index","0","Units",,,101.26,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2018","2018","IDX","Index","0","Units",,,101.23,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2019","2019","IDX","Index","0","Units",,,100.8,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2020","2020","IDX","Index","0","Units",,,100.16,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2021","2021","IDX","Index","0","Units",,,101.09,,
"DNK","Denmark","COCONF","Consumer confidence","A","Annual","2022","2022","IDX","Index","0","Units",,,97.14,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2008","2008","GRWH","Growth rate","0","Units",,,-1.47,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2009","2009","GRWH","Growth rate","0","Units",,,-3.59,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2010","2010","GRWH","Growth rate","0","Units",,,1.34,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2011","2011","GRWH","Growth rate","0","Units",,,-1.13,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2012","2012","GRWH","Growth rate","0","Units",,,1.05,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2013","2013","GRWH","Growth rate","0","Units",,,1.86,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2014","2014","GRWH","Growth rate","0","Units",,,1.94,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2015","2015","GRWH","Growth rate","0","Units",,,2.01,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2016","2016","GRWH","Growth rate","0","Units",,,2.88,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2017","2017","GRWH","Growth rate","0","Units",,,1.21,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2018","2018","GRWH","Growth rate","0","Units",,,1.37,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2019","2019","GRWH","Growth rate","0","Units",,,0.56,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2020","2020","GRWH","Growth rate","0","Units",,,-13.61,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2021","2021","GRWH","Growth rate","0","Units",,,7.01,,
"GBR","United Kingdom","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2022","2022","GRWH","Growth rate","0","Units",,,4.54,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,12.37,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,13.18,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,17.48,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,16.29,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,14.59,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,13.91,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,13.31,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,12.62,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,12.01,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,11.27,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2017","2017","PC","Percentage","0","Units",,,10.37,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2018","2018","PC","Percentage","0","Units",,,10.17,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2019","2019","PC","Percentage","0","Units",,,10.12,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2020","2020","PC","Percentage","0","Units",,,14.26,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2021","2021","PC","Percentage","0","Units",,,13.28,,
"JPN","Japan","LAB_UR6","Labour underutilisation rate","A","Annual","2022","2022","PC","Percentage","0","Units",,,10.94,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2008","2008","GRWH","Growth rate","0","Units",,,-0.01,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2009","2009","GRWH","Growth rate","0","Units",,,-0.57,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2010","2010","GRWH","Growth rate","0","Units",,,-1.9,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2011","2011","GRWH","Growth rate","0","Units",,,-2.07,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2012","2012","GRWH","Growth rate","0","Units",,,-7.18,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2013","2013","GRWH","Growth rate","0","Units",,,-0.94,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2014","2014","GRWH","Growth rate","0","Units",,,0.21,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2015","2015","GRWH","Growth rate","0","Units",,,4.16,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2016","2016","GRWH","Growth rate","0","Units",,,2.44,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2017","2017","GRWH","Growth rate","0","Units",,,1.45,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2018","2018","GRWH","Growth rate","0","Units",,,1,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2019","2019","GRWH","Growth rate","0","Units",,,3.12,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2020","2020","GRWH","Growth rate","0","Units",,,-2.73,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2021","2021","GRWH","Growth rate","0","Units",,,2.25,,
"ESP","Spain","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2022","2022","GRWH","Growth rate","0","Units",,,-2.88,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2007","2007","IDX","Index","0","Units",,,100,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2008","2008","IDX","Index","0","Units",,,105.1,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2009","2009","IDX","Index","0","Units",,,104.81,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2010","2010","IDX","Index","0","Units",,,113.3,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2011","2011","IDX","Index","0","Units",,,122.97,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2012","2012","IDX","Index","0","Units",,,133.52,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2013","2013","IDX","Index","0","Units",,,138.62,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2014","2014","IDX","Index","0","Units",,,138.9,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2015","2015","IDX","Index","0","Units",,,138.37,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2016","2016","IDX","Index","0","Units",,,143.29,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2017","2017","IDX","Index","0","Units",,,142.71,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2018","2018","IDX","Index","0","Units",,,145.98,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2019","2019","IDX","Index","0","Units",,,148.17,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2020","2020","IDX","Index","0","Units",,,158.72,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2021","2021","IDX","Index","0","Units",,,172.64,,
"CHL","Chile","RHHGDI_INDEX","Real household gross disposable income per capita","A","Annual","2022","2022","IDX","Index","0","Units",,,146.52,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2007","2007","PC","Percentage","0","Units",,,87.58,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2008","2008","PC","Percentage","0","Units",,,91.63,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2009","2009","PC","Percentage","0","Units",,,95.21,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2010","2010","PC","Percentage","0","Units",,,96.56,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2011","2011","PC","Percentage","0","Units",,,93.69,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2012","2012","PC","Percentage","0","Units",,,93.11,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2013","2013","PC","Percentage","0","Units",,,92.27,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2014","2014","PC","Percentage","0","Units",,,89.01,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2015","2015","PC","Percentage","0","Units",,,88.06,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2016","2016","PC","Percentage","0","Units",,,87.64,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2017","2017","PC","Percentage","0","Units",,,86.77,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2018","2018","PC","Percentage","0","Units",,,85.64,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2019","2019","PC","Percentage","0","Units",,,85.3,,
"IRL","Ireland","HHNT","Net cash transfers to the households","A","Annual","2020","2020","PC","Percentage","0","Units",,,90.49,,
