"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2006","2006",,,"0","Units",,,12184779.5309861,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2007","2007",,,"0","Units",,,12445857.722949,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2008","2008",,,"0","Units",,,12628436.0674076,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2009","2009",,,"0","Units",,,12667120.6199003,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2010","2010",,,"0","Units",,,12915658.3874897,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2011","2011",,,"0","Units",,,13159294.3739361,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2012","2012",,,"0","Units",,,13570338.2857915,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2013","2013",,,"0","Units",,,13419639.0192523,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2014","2014",,,"0","Units",,,13892887.7011755,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2015","2015",,,"0","Units",,,14412585.588,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2016","2016",,,"0","Units",,,14697024.1219086,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2017","2017",,,"0","Units",,,15057657.9774494,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2018","2018",,,"0","Units",,,15515289.1556336,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2019","2019",,,"0","Units",,,16046199.5762724,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2020","2020",,,"0","Units",,,17076164.5443126,,
"USA","United States","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2021","2021",,,"0","Units",,,17408100.770719,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2000","2000",,,"0","Units",,,13061.3306083175,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2001","2001",,,"0","Units",,,13535.3891405607,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2002","2002",,,"0","Units",,,14517.9295789148,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2003","2003",,,"0","Units",,,14569.0108824555,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2004","2004",,,"0","Units",,,14660.4618980862,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2005","2005",,,"0","Units",,,14422.1137619076,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2006","2006",,,"0","Units",,,14927.3743919019,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2007","2007",,,"0","Units",,,15404.9776982488,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2008","2008",,,"0","Units",,,15796.3690357391,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2009","2009",,,"0","Units",,,16408.8715840094,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2010","2010",,,"0","Units",,,16691.8399054392,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2011","2011",,,"0","Units",,,17013.9368529646,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2012","2012",,,"0","Units",,,17495.1077496479,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2013","2013",,,"0","Units",,,18305.8599613659,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2014","2014",,,"0","Units",,,18789.8194584787,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2015","2015",,,"0","Units",,,18933.1,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2016","2016",,,"0","Units",,,19272.8451215282,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2017","2017",,,"0","Units",,,20183.2056393385,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2018","2018",,,"0","Units",,,20667.1169816772,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2019","2019",,,"0","Units",,,21546.7270078224,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2020","2020",,,"0","Units",,,22728.9860975598,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2021","2021",,,"0","Units",,,22841.6576354277,,
"LUX","Luxembourg","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2022","2022",,,"0","Units",,,23198.5688384216,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2000","2000",,,"0","Units",,,33272.7349628937,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2001","2001",,,"0","Units",,,34250.4369136544,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2002","2002",,,"0","Units",,,35820.8944802118,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2003","2003",,,"0","Units",,,35704.3069883557,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2004","2004",,,"0","Units",,,37510.5321400033,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2005","2005",,,"0","Units",,,38875.3733006547,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2006","2006",,,"0","Units",,,40680.5930404874,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2007","2007",,,"0","Units",,,44588.3076255191,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2008","2008",,,"0","Units",,,47544.8354332435,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2009","2009",,,"0","Units",,,48311.1880123968,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2010","2010",,,"0","Units",,,49460.2521456783,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2011","2011",,,"0","Units",,,47883.1247297609,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2012","2012",,,"0","Units",,,47661.7273587471,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2013","2013",,,"0","Units",,,47488.8342480808,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2014","2014",,,"0","Units",,,48486.6140597823,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2015","2015",,,"0","Units",,,51033.332,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2016","2016",,,"0","Units",,,52604.8003277356,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2017","2017",,,"0","Units",,,54205.1818545271,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2018","2018",,,"0","Units",,,57725.1937057945,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2019","2019",,,"0","Units",,,59370.1181034646,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2020","2020",,,"0","Units",,,59482.5702594229,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2021","2021",,,"0","Units",,,60725.5477420292,,
"SVK","Slovak Republic","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2022","2022",,,"0","Units",,,60334.7685338761,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2000","2000",,,"0","Units",,,196659.476565826,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2001","2001",,,"0","Units",,,201804.95182565,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2002","2002",,,"0","Units",,,201972.085327486,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2003","2003",,,"0","Units",,,201691.779446095,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2004","2004",,,"0","Units",,,200979.863966796,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2005","2005",,,"0","Units",,,202993.931966605,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2006","2006",,,"0","Units",,,208294.917024514,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2007","2007",,,"0","Units",,,213469.680156209,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2008","2008",,,"0","Units",,,217937.172772269,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2009","2009",,,"0","Units",,,220067.779049389,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2010","2010",,,"0","Units",,,218315.453451936,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2011","2011",,,"0","Units",,,218674.02474816,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2012","2012",,,"0","Units",,,220327.907926321,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2013","2013",,,"0","Units",,,220816.802647525,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2014","2014",,,"0","Units",,,221773.173778798,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2015","2015",,,"0","Units",,,223330.9,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2016","2016",,,"0","Units",,,226621.696300455,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2017","2017",,,"0","Units",,,231129.384431335,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2018","2018",,,"0","Units",,,233733.668385994,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2019","2019",,,"0","Units",,,239899.840054741,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2020","2020",,,"0","Units",,,242610.35579092,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2021","2021",,,"0","Units",,,247988.82914021,,
"BEL","Belgium","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2022","2022",,,"0","Units",,,243122.210693502,"E","Estimated value"
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2000","2000",,,"0","Units",,,1557141.29721948,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2001","2001",,,"0","Units",,,1596263.98473226,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2002","2002",,,"0","Units",,,1575479.58363164,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2003","2003",,,"0","Units",,,1589054.79152087,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2004","2004",,,"0","Units",,,1601706.45523241,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2005","2005",,,"0","Units",,,1609047.93593171,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2006","2006",,,"0","Units",,,1624854.44482683,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2007","2007",,,"0","Units",,,1619814.66700875,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2008","2008",,,"0","Units",,,1624200.7980663,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2009","2009",,,"0","Units",,,1608580.45944292,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2010","2010",,,"0","Units",,,1619149.58641511,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2011","2011",,,"0","Units",,,1645144.07092983,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2012","2012",,,"0","Units",,,1660189.53269777,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2013","2013",,,"0","Units",,,1660846.71861522,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2014","2014",,,"0","Units",,,1687278.22990694,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2015","2015",,,"0","Units",,,1724533,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2016","2016",,,"0","Units",,,1772327.61310552,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2017","2017",,,"0","Units",,,1804219.80961513,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2018","2018",,,"0","Units",,,1851219.71618271,,
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2019","2019",,,"0","Units",,,1866160.43827482,"E","Estimated value"
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2020","2020",,,"0","Units",,,1879901.78130354,"E","Estimated value"
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2021","2021",,,"0","Units",,,1870597.68989785,"E","Estimated value"
"DEU","Germany","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2022","2022",,,"0","Units",,,1864594.0173742,"E","Estimated value"
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2000","2000",,,"0","Units",,,701573.8736985,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2001","2001",,,"0","Units",,,727811.451560714,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2002","2002",,,"0","Units",,,748806.888935383,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2003","2003",,,"0","Units",,,767614.503391374,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2004","2004",,,"0","Units",,,785688.395920486,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2005","2005",,,"0","Units",,,806431.508877234,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2006","2006",,,"0","Units",,,824608.630490204,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2007","2007",,,"0","Units",,,817608.898017846,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2008","2008",,,"0","Units",,,809216.062197249,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2009","2009",,,"0","Units",,,829290.000951201,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2010","2010",,,"0","Units",,,859100.373521859,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2011","2011",,,"0","Units",,,869092.363555994,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2012","2012",,,"0","Units",,,867244.352476354,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2013","2013",,,"0","Units",,,878222.128200056,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2014","2014",,,"0","Units",,,885210.832141582,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2015","2015",,,"0","Units",,,921760,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2016","2016",,,"0","Units",,,963186.639414257,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2017","2017",,,"0","Units",,,985409.807323227,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2018","2018",,,"0","Units",,,1008953.36485992,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2019","2019",,,"0","Units",,,1034406.3627917,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2020","2020",,,"0","Units",,,1033024.77819484,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2021","2021",,,"0","Units",,,1033399.73819775,,
"DNK","Denmark","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2022","2022",,,"0","Units",,,1059856.78833114,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2000","2000",,,"0","Units",,,718936.27524103,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2001","2001",,,"0","Units",,,749063.472932249,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2002","2002",,,"0","Units",,,752612.879080381,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2003","2003",,,"0","Units",,,797466.417185637,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2004","2004",,,"0","Units",,,840034.593856206,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2005","2005",,,"0","Units",,,858107.717566429,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2006","2006",,,"0","Units",,,901397.378014633,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2007","2007",,,"0","Units",,,953552.483024889,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2008","2008",,,"0","Units",,,1022712.64293804,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2009","2009",,,"0","Units",,,1035564.07733151,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2010","2010",,,"0","Units",,,1094743.65653577,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2011","2011",,,"0","Units",,,1128025.26494404,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2012","2012",,,"0","Units",,,1133659.65511041,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2013","2013",,,"0","Units",,,1167326.29738818,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2014","2014",,,"0","Units",,,1201341.18338617,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2015","2015",,,"0","Units",,,1219907,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2016","2016",,,"0","Units",,,1250584.27258747,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2017","2017",,,"0","Units",,,1279990.94620576,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2018","2018",,,"0","Units",,,1315559.06111285,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2019","2019",,,"0","Units",,,1376380.24277093,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2020","2020",,,"0","Units",,,1444984.86751938,,
"AUS","Australia","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2021","2021",,,"0","Units",,,1478414.6729854,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2000","2000",,,"0","Units",,,134071.337975248,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2001","2001",,,"0","Units",,,139007.452937907,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2002","2002",,,"0","Units",,,145189.272643041,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2003","2003",,,"0","Units",,,156237.675104244,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2004","2004",,,"0","Units",,,161271.661828947,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2005","2005",,,"0","Units",,,162189.056455761,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2006","2006",,,"0","Units",,,170939.980853461,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2007","2007",,,"0","Units",,,176331.145761505,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2008","2008",,,"0","Units",,,177805.729407336,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2009","2009",,,"0","Units",,,178928.390842066,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2010","2010",,,"0","Units",,,163802.235421188,"B","Break"
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2011","2011",,,"0","Units",,,144154.206117163,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2012","2012",,,"0","Units",,,127169.610346144,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2013","2013",,,"0","Units",,,120081.547497135,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2014","2014",,,"0","Units",,,121826.492804314,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2015","2015",,,"0","Units",,,123843.867527,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2016","2016",,,"0","Units",,,124030.497615002,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2017","2017",,,"0","Units",,,123369.842641955,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2018","2018",,,"0","Units",,,124789.329812422,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2019","2019",,,"0","Units",,,132409.754685475,,
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2020","2020",,,"0","Units",,,128330.883768641,"E","Estimated value"
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2021","2021",,,"0","Units",,,136696.399885726,"E","Estimated value"
"GRC","Greece","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2022","2022",,,"0","Units",,,138789.558304625,"E","Estimated value"
"PRT","Portugal","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2000","2000",,,"0","Units",,,118097.208151329,,
"PRT","Portugal","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2001","2001",,,"0","Units",,,119637.135391209,,
